"id","dominio","prefixo","metodo","rota","operacao","handler","protecao","linha_app_go"
"1","Saúde da aplicação","health","GET","/healthz","Health","healthHandler.Health","Saúde pública","301"
"2","Saúde da aplicação","health","GET","/readyz","Ready","healthHandler.Ready","Saúde pública","302"
"3","WhatsApp interno","internal-whatsapp","POST","/v1/internal/whatsapp/auto-reply","AutoReply","whatsappHandler.AutoReply","Sem middleware na rota; o handler pode validar segredo, assinatura ou token","303"
"4","Conta e organização atual","me","GET","/v1/me","Show","meHandler.Show","Usuário autenticado","304"
"5","Conta e organização atual","me","GET","/v1/me/profile","ShowProfile","meHandler.ShowProfile","Usuário autenticado","305"
"6","Conta e organização atual","me","POST","/v1/me/switch-organization","SwitchOrganization","meHandler.SwitchOrganization","Usuário autenticado","306"
"7","Eventos em tempo real","realtime","GET","/v1/realtime/events","Events","realtimeHandler.Events","Organização ativa","307"
"8","Telemetria","telemetry","POST","/v1/telemetry/errors","CreateErrorEvent","telemetryHandler.CreateErrorEvent","Usuário autenticado","308"
"9","Auditoria","audit-logs","GET","/v1/audit-logs","List","auditHandler.List","Usuário autenticado","309"
"10","Auditoria","audit-logs","POST","/v1/audit-logs","Create","auditHandler.Create","Usuário autenticado","310"
"11","Analytics","analytics","GET","/v1/analytics/meta-insights","MetaInsights","analyticsHandler.MetaInsights","Organização + permissão DashboardCampaignsView","311"
"12","Analytics","analytics","GET","/v1/analytics/campaign-insights","CampaignInsights","analyticsHandler.CampaignInsights","Organização + permissão DashboardCampaignsView","312"
"13","Analytics","analytics","GET","/v1/analytics/lead","LeadAnalytics","analyticsHandler.LeadAnalytics","Módulo site + permissão DashboardSiteView","313"
"14","Analytics","analytics","GET","/v1/analytics/site-summary","SiteSummary","analyticsHandler.SiteSummary","Módulo site + permissão DashboardSiteView","314"
"15","Analytics","analytics","GET","/v1/analytics/site-detailed","SiteDetailed","analyticsHandler.SiteDetailed","Módulo site + permissão DashboardSiteView","315"
"16","Analytics","analytics","GET","/v1/analytics/enterprise-kpis","EnterpriseKPIs","analyticsHandler.EnterpriseKPIs","Organização + permissão DashboardView","316"
"17","Analytics","analytics","GET","/v1/analytics/dre-executive","DREExecutive","analyticsHandler.DREExecutive","Organização + permissão FinancialView","317"
"18","Analytics","analytics","GET","/v1/analytics/sla-summary","SlaSummary","analyticsHandler.SlaSummary","Organização + permissão DashboardView","318"
"19","Analytics","analytics","GET","/v1/analytics/sla-performance-by-user","SlaPerformanceByUser","analyticsHandler.SlaPerformanceByUser","Organização + permissão DashboardView","319"
"20","Analytics","analytics","GET","/v1/analytics/team-ranking","TeamRanking","analyticsHandler.TeamRanking","Organização + permissão DashboardView","320"
"21","Analytics","analytics","GET","/v1/analytics/vgv-stats","VGVStats","analyticsHandler.VGVStats","Organização + permissão DashboardView","321"
"22","Analytics","analytics","GET","/v1/analytics/vgv-by-broker","VGVByBroker","analyticsHandler.VGVByBroker","Organização + permissão DashboardView","322"
"23","Analytics","analytics","GET","/v1/analytics/stage-vgv","StageVGV","analyticsHandler.StageVGV","Organização + permissão DashboardView","323"
"24","Analytics","analytics","GET","/v1/analytics/leader-stats","LeaderStats","analyticsHandler.LeaderStats","Organização + permissão DashboardView","324"
"25","Analytics","analytics","GET","/v1/analytics/team-leader-stats/{teamId}","TeamLeaderStats","analyticsHandler.TeamLeaderStats","Organização + permissão DashboardView","325"
"26","Central de atenção","attention","GET","/v1/attention/settings","GetSettings","attentionHandler.GetSettings","Organização + permissão AttentionView","326"
"27","Central de atenção","attention","PATCH","/v1/attention/settings","UpdateSettings","attentionHandler.UpdateSettings","Organização + permissão AttentionView","327"
"28","Central de atenção","attention","GET","/v1/attention/policies","ListPolicies","attentionHandler.ListPolicies","Organização + permissão AttentionView","328"
"29","Central de atenção","attention","POST","/v1/attention/policies","CreatePolicy","attentionHandler.CreatePolicy","Organização + permissão AttentionView","329"
"30","Central de atenção","attention","PATCH","/v1/attention/policies/{id}","UpdatePolicy","attentionHandler.UpdatePolicy","Organização + permissão AttentionView","330"
"31","Central de atenção","attention","GET","/v1/attention/items","ListItems","attentionHandler.ListItems","Organização + permissão AttentionView","331"
"32","Central de atenção","attention","GET","/v1/attention/summary","Summary","attentionHandler.Summary","Organização + permissão AttentionView","332"
"33","Central de atenção","attention","POST","/v1/attention/items/{id}/acknowledge","AcknowledgeItem","attentionHandler.AcknowledgeItem","Organização + permissão AttentionView","333"
"34","Central de atenção","attention","POST","/v1/attention/items/{id}/snooze","SnoozeItem","attentionHandler.SnoozeItem","Organização + permissão AttentionView","334"
"35","Central de atenção","attention","POST","/v1/attention/items/{id}/resolve","ResolveItem","attentionHandler.ResolveItem","Organização + permissão AttentionView","335"
"36","Superadmin","admin","GET","/v1/admin/error-events","ListErrorEvents","telemetryHandler.ListErrorEvents","Usuário autenticado","336"
"37","Superadmin","admin","POST","/v1/admin/error-events/{id}/resolve","ResolveErrorEvent","telemetryHandler.ResolveErrorEvent","Usuário autenticado","337"
"38","Gamificação","gamification","GET","/v1/gamification/overview","Overview","gamificationHandler.Overview","Módulo gamification + permissão GamificationView","338"
"39","Gamificação","gamification","GET","/v1/gamification/ranking","Ranking","gamificationHandler.Ranking","Módulo gamification + permissão GamificationView","339"
"40","Gamificação","gamification","GET","/v1/gamification/events","Events","gamificationHandler.Events","Módulo gamification + permissão GamificationView","340"
"41","Gamificação","gamification","GET","/v1/gamification/admin","AdminSnapshot","gamificationHandler.AdminSnapshot","Módulo gamification + permissão GamificationView","341"
"42","Gamificação","gamification","PUT","/v1/gamification/rules/{actionType}","UpsertRule","gamificationHandler.UpsertRule","Módulo gamification + permissão GamificationManage","342"
"43","Gamificação","gamification","PATCH","/v1/gamification/participants/{userId}","SetParticipant","gamificationHandler.SetParticipant","Módulo gamification + permissão GamificationManage","343"
"44","Gamificação","gamification","POST","/v1/gamification/missions","CreateMission","gamificationHandler.CreateMission","Módulo gamification + permissão GamificationManage","344"
"45","Gamificação","gamification","PATCH","/v1/gamification/missions/{id}","UpdateMission","gamificationHandler.UpdateMission","Módulo gamification + permissão GamificationManage","345"
"46","Gamificação","gamification","DELETE","/v1/gamification/missions/{id}","DeleteMission","gamificationHandler.DeleteMission","Módulo gamification + permissão GamificationManage","346"
"47","Gamificação","gamification","POST","/v1/gamification/manual-entries","CreateManualEntry","gamificationHandler.CreateManualEntry","Módulo gamification + permissão GamificationView","347"
"48","Gamificação","gamification","PATCH","/v1/gamification/manual-entries/{id}","DecideManualEntry","gamificationHandler.DecideManualEntry","Módulo gamification + permissão GamificationManage","348"
"49","Gamificação","gamification","POST","/v1/gamification/seasons","ResetSeason","gamificationHandler.ResetSeason","Módulo gamification + permissão GamificationManage","349"
"50","Modelos de cadência","cadence-templates","GET","/v1/cadence-templates","ListTemplates","cadencesHandler.ListTemplates","Organização ativa","350"
"51","Tarefas de cadência","cadence-tasks","POST","/v1/cadence-tasks","CreateTask","cadencesHandler.CreateTask","Organização + permissão PipelineManage","351"
"52","Tarefas de cadência","cadence-tasks","PATCH","/v1/cadence-tasks/{id}","UpdateTask","cadencesHandler.UpdateTask","Organização + permissão PipelineManage","352"
"53","Tarefas de cadência","cadence-tasks","DELETE","/v1/cadence-tasks/{id}","DeleteTask","cadencesHandler.DeleteTask","Organização + permissão PipelineManage","353"
"54","Leads","leads","POST","/v1/leads/{id}/cadence","SwitchLeadCadence","cadencesHandler.SwitchLeadCadence","Organização + permissão LeadOperate","354"
"55","Financeiro","financial","GET","/v1/financial/categories","ListCategories","financialHandler.ListCategories","Organização + acesso financeiro","355"
"56","Financeiro","financial","POST","/v1/financial/categories","CreateCategory","financialHandler.CreateCategory","Organização + acesso financeiro","356"
"57","Financeiro","financial","GET","/v1/financial/entries","ListEntries","financialHandler.ListEntries","Organização + acesso financeiro","357"
"58","Financeiro","financial","POST","/v1/financial/entries","CreateEntry","financialHandler.CreateEntry","Organização + acesso financeiro","358"
"59","Financeiro","financial","PATCH","/v1/financial/entries/{id}","UpdateEntry","financialHandler.UpdateEntry","Organização + acesso financeiro","359"
"60","Financeiro","financial","DELETE","/v1/financial/entries/{id}","DeleteEntry","financialHandler.DeleteEntry","Organização + acesso financeiro","360"
"61","Financeiro","financial","POST","/v1/financial/entries/{id}/pay","MarkEntryPaid","financialHandler.MarkEntryPaid","Organização + acesso financeiro","361"
"62","Financeiro","financial","GET","/v1/financial/dashboard","Dashboard","financialHandler.Dashboard","Organização + acesso financeiro","362"
"63","Contratos financeiros","contracts","GET","/v1/contracts","ListContracts","financialHandler.ListContracts","Organização + acesso financeiro","363"
"64","Contratos financeiros","contracts","POST","/v1/contracts","CreateContract","financialHandler.CreateContract","Organização + acesso financeiro","364"
"65","Contratos financeiros","contracts","GET","/v1/contracts/{id}","ShowContract","financialHandler.ShowContract","Organização + acesso financeiro","365"
"66","Contratos financeiros","contracts","PATCH","/v1/contracts/{id}","UpdateContract","financialHandler.UpdateContract","Organização + acesso financeiro","366"
"67","Contratos financeiros","contracts","DELETE","/v1/contracts/{id}","DeleteContract","financialHandler.DeleteContract","Organização + acesso financeiro","367"
"68","Contratos financeiros","contracts","POST","/v1/contracts/{id}/activate","ActivateContract","financialHandler.ActivateContract","Organização + acesso financeiro","368"
"69","Contratos financeiros","contracts","POST","/v1/contracts/{id}/regenerate-commissions","RegenerateCommissions","financialHandler.RegenerateCommissions","Organização + acesso financeiro","369"
"70","Contratos financeiros","contracts","GET","/v1/contracts/{id}/documents","ListContractDocuments","financialHandler.ListContractDocuments","Organização + acesso financeiro","370"
"71","Contratos financeiros","contracts","POST","/v1/contracts/{id}/documents","UploadContractDocument","financialHandler.UploadContractDocument","Organização + acesso financeiro","371"
"72","Contratos financeiros","contracts","DELETE","/v1/contracts/{id}/documents","DeleteContractDocument","financialHandler.DeleteContractDocument","Organização + acesso financeiro","372"
"73","Contratos financeiros","contracts","POST","/v1/contracts/{id}/documents/signed-url","ContractDocumentSignedURL","financialHandler.ContractDocumentSignedURL","Organização + acesso financeiro","373"
"74","Regras de comissão","commission-rules","GET","/v1/commission-rules","ListCommissionRules","financialHandler.ListCommissionRules","Organização + acesso financeiro","374"
"75","Regras de comissão","commission-rules","POST","/v1/commission-rules","CreateCommissionRule","financialHandler.CreateCommissionRule","Organização + acesso financeiro","375"
"76","Regras de comissão","commission-rules","PATCH","/v1/commission-rules/{id}","UpdateCommissionRule","financialHandler.UpdateCommissionRule","Organização + acesso financeiro","376"
"77","Regras de comissão","commission-rules","DELETE","/v1/commission-rules/{id}","DeleteCommissionRule","financialHandler.DeleteCommissionRule","Organização + acesso financeiro","377"
"78","Comissões","commissions","GET","/v1/commissions","ListCommissions","financialHandler.ListCommissions","Organização + acesso financeiro","378"
"79","Comissões","commissions","POST","/v1/commissions/{id}/{action}","CommissionStatus","financialHandler.CommissionStatus","Organização + acesso financeiro","379"
"80","Comissões","commissions","GET","/v1/commissions/by-broker","CommissionsByBroker","financialHandler.CommissionsByBroker","Organização + acesso financeiro","380"
"81","DRE","dre","GET","/v1/dre/input","DREInput","financialHandler.DREInput","Organização + acesso financeiro","381"
"82","DRE","dre","GET","/v1/dre/groups","DREGroups","financialHandler.DREGroups","Organização + acesso financeiro","382"
"83","DRE","dre","GET","/v1/dre/mappings","DREMappings","financialHandler.DREMappings","Organização + acesso financeiro","383"
"84","DRE","dre","POST","/v1/dre/mappings","CreateDREMapping","financialHandler.CreateDREMapping","Organização + acesso financeiro","384"
"85","DRE","dre","DELETE","/v1/dre/mappings/{id}","DeleteDREMapping","financialHandler.DeleteDREMapping","Organização + acesso financeiro","385"
"86","DRE","dre","POST","/v1/dre/groups/initialize","InitializeDREGroups","financialHandler.InitializeDREGroups","Organização + acesso financeiro","386"
"87","Automações de etapa","stage-automations","GET","/v1/stage-automations","ListAutomations","stageConfigHandler.ListAutomations","Módulo automations + permissão AutomationsView","387"
"88","Automações de etapa","stage-automations","POST","/v1/stage-automations","CreateAutomation","stageConfigHandler.CreateAutomation","Módulo automations + permissão AutomationsManage","388"
"89","Automações de etapa","stage-automations","PATCH","/v1/stage-automations/{id}","UpdateAutomation","stageConfigHandler.UpdateAutomation","Módulo automations + permissão AutomationsManage","389"
"90","Automações de etapa","stage-automations","DELETE","/v1/stage-automations/{id}","DeleteAutomation","stageConfigHandler.DeleteAutomation","Módulo automations + permissão AutomationsManage","390"
"91","Automações de etapa","stage-automations","PATCH","/v1/stage-automations/{id}/status","ToggleAutomation","stageConfigHandler.ToggleAutomation","Módulo automations + permissão AutomationsManage","391"
"92","Configurações operacionais de etapa","stage-operational-configs","GET","/v1/stage-operational-configs","ListOperationalConfigs","stageConfigHandler.ListOperationalConfigs","Organização + permissão PipelineManage","392"
"93","Configurações operacionais de etapa","stage-operational-configs","PUT","/v1/stage-operational-configs","UpsertOperationalConfig","stageConfigHandler.UpsertOperationalConfig","Organização + permissão PipelineManage","393"
"94","SLA do pipeline","pipeline-sla-settings","GET","/v1/pipeline-sla-settings","ListPipelineSLASettings","stageConfigHandler.ListPipelineSLASettings","Organização + permissão PipelineManage","394"
"95","SLA do pipeline","pipeline-sla-settings","PUT","/v1/pipeline-sla-settings","UpsertPipelineSLASettings","stageConfigHandler.UpsertPipelineSLASettings","Organização + permissão PipelineManage","395"
"96","Superadmin","admin","GET","/v1/admin/organizations","ListOrganizations","adminHandler.ListOrganizations","Usuário autenticado","396"
"97","Superadmin","admin","POST","/v1/admin/organizations","CreateOrganization","adminHandler.CreateOrganization","Usuário autenticado","397"
"98","Superadmin","admin","PATCH","/v1/admin/organizations/{id}","UpdateOrganization","adminHandler.UpdateOrganization","Usuário autenticado","398"
"99","Superadmin","admin","DELETE","/v1/admin/organizations/{id}","DeleteOrganization","adminHandler.DeleteOrganization","Usuário autenticado","399"
"100","Superadmin","admin","GET","/v1/admin/organizations/{id}/modules","ListOrganizationModules","adminHandler.ListOrganizationModules","Usuário autenticado","400"
"101","Superadmin","admin","GET","/v1/admin/organizations/{id}/payments","ListOrganizationPayments","adminHandler.ListOrganizationPayments","Usuário autenticado","401"
"102","Superadmin","admin","POST","/v1/admin/organizations/{id}/access","UpdateOrganizationAccess","adminHandler.UpdateOrganizationAccess","Usuário autenticado","402"
"103","Superadmin","admin","GET","/v1/admin/users","ListUsers","adminHandler.ListUsers","Usuário autenticado","403"
"104","Superadmin","admin","PATCH","/v1/admin/users/{id}","UpdateUser","adminHandler.UpdateUser","Usuário autenticado","404"
"105","Superadmin","admin","DELETE","/v1/admin/users/{id}","DeleteUser","adminHandler.DeleteUser","Usuário autenticado","405"
"106","Superadmin","admin","POST","/v1/admin/users/{id}/reset-password","ResetUserPassword","adminHandler.ResetUserPassword","Usuário autenticado","406"
"107","Comunicados","announcements","GET","/v1/announcements/active","ListActiveAnnouncements","adminHandler.ListActiveAnnouncements","Usuário autenticado","407"
"108","Página inicial","home","GET","/v1/home/publications","ListHomePublications","adminHandler.ListHomePublications","Usuário autenticado","408"
"109","Página inicial","home","POST","/v1/home/assistant","AnswerHomeAssistant","adminHandler.AnswerHomeAssistant","Usuário autenticado","409"
"110","Central de ajuda","help","GET","/v1/help/articles","ListArticles","helpHandler.ListArticles","Usuário autenticado","410"
"111","Central de ajuda","help","GET","/v1/help/articles/{slug}","ShowArticle","helpHandler.ShowArticle","Usuário autenticado","411"
"112","Central de ajuda","help","POST","/v1/help/search","SearchArticles","helpHandler.SearchArticles","Usuário autenticado","412"
"113","APIs públicas","public","GET","/v1/public/help/articles","ListPublicArticles","helpHandler.ListPublicArticles","Sem middleware na rota; o handler pode validar segredo, assinatura ou token","413"
"114","APIs públicas","public","GET","/v1/public/help/articles/{slug}","ShowPublicArticle","helpHandler.ShowPublicArticle","Sem middleware na rota; o handler pode validar segredo, assinatura ou token","414"
"115","Superadmin","admin","GET","/v1/admin/home-publications","ListHomePublicationsAdmin","adminHandler.ListHomePublicationsAdmin","Usuário autenticado","415"
"116","Superadmin","admin","POST","/v1/admin/home-publications","CreateHomePublicationAdmin","adminHandler.CreateHomePublicationAdmin","Usuário autenticado","416"
"117","Superadmin","admin","PUT","/v1/admin/home-publications/order","ReorderHomePublicationsAdmin","adminHandler.ReorderHomePublicationsAdmin","Usuário autenticado","417"
"118","Superadmin","admin","PATCH","/v1/admin/home-publications/{id}","UpdateHomePublicationAdmin","adminHandler.UpdateHomePublicationAdmin","Usuário autenticado","418"
"119","Superadmin","admin","DELETE","/v1/admin/home-publications/{id}","DeleteHomePublicationAdmin","adminHandler.DeleteHomePublicationAdmin","Usuário autenticado","419"
"120","Superadmin","admin","POST","/v1/admin/home-publications/{id}/image","UploadHomePublicationImageAdmin","adminHandler.UploadHomePublicationImageAdmin","Usuário autenticado","420"
"121","Superadmin","admin","DELETE","/v1/admin/home-publications/{id}/image","DeleteHomePublicationImageAdmin","adminHandler.DeleteHomePublicationImageAdmin","Usuário autenticado","421"
"122","Solicitações de recursos","feature-requests","GET","/v1/feature-requests/mine","ListMyFeatureRequests","adminHandler.ListMyFeatureRequests","Usuário autenticado","422"
"123","Solicitações de recursos","feature-requests","POST","/v1/feature-requests","CreateFeatureRequest","adminHandler.CreateFeatureRequest","Organização ativa","423"
"124","Superadmin","admin","GET","/v1/admin/feature-requests","ListFeatureRequestsAdmin","adminHandler.ListFeatureRequestsAdmin","Usuário autenticado","424"
"125","Superadmin","admin","PATCH","/v1/admin/feature-requests/{id}","RespondFeatureRequestAdmin","adminHandler.RespondFeatureRequestAdmin","Usuário autenticado","425"
"126","Convites","invitations","GET","/v1/invitations","ListInvitations","adminHandler.ListInvitations","Usuário autenticado","426"
"127","Convites","invitations","POST","/v1/invitations","CreateInvitation","adminHandler.CreateInvitation","Organização + permissão UsersManage","427"
"128","Convites","invitations","POST","/v1/invitations/{id}/resend","ResendInvitation","adminHandler.ResendInvitation","Organização + permissão UsersManage","428"
"129","Convites","invitations","DELETE","/v1/invitations/{id}","DeleteInvitation","adminHandler.DeleteInvitation","Organização + permissão UsersManage","429"
"130","Convites","invitations","POST","/v1/invitations/{token}/accept","AcceptInvitationAuthenticated","adminHandler.AcceptInvitationAuthenticated","Usuário autenticado","430"
"131","Solicitações de onboarding","onboarding-requests","GET","/v1/onboarding-requests/mine","ShowMyOnboardingRequest","adminHandler.ShowMyOnboardingRequest","Usuário autenticado","431"
"132","Solicitações de onboarding","onboarding-requests","POST","/v1/onboarding-requests","CreateOnboardingRequest","adminHandler.CreateOnboardingRequest","Usuário autenticado","432"
"133","Superadmin","admin","GET","/v1/admin/onboarding-requests","ListOnboardingRequestsAdmin","adminHandler.ListOnboardingRequestsAdmin","Usuário autenticado","433"
"134","Superadmin","admin","PATCH","/v1/admin/onboarding-requests/{id}","UpdateOnboardingRequestAdmin","adminHandler.UpdateOnboardingRequestAdmin","Usuário autenticado","434"
"135","Planos de assinatura","subscription-plans","GET","/v1/subscription-plans/active","ListActiveSubscriptionPlans","adminHandler.ListActiveSubscriptionPlans","Usuário autenticado","435"
"136","Superadmin","admin","POST","/v1/admin/modules","UpdateModuleAccess","adminHandler.UpdateModuleAccess","Usuário autenticado","436"
"137","Superadmin","admin","GET","/v1/admin/dashboard/overview","DashboardOverview","adminHandler.DashboardOverview","Usuário autenticado","437"
"138","Superadmin","admin","GET","/v1/admin/dashboard/timeseries","DashboardTimeseries","adminHandler.DashboardTimeseries","Usuário autenticado","438"
"139","Superadmin","admin","GET","/v1/admin/dashboard/pending","DashboardPending","adminHandler.DashboardPending","Usuário autenticado","439"
"140","Superadmin","admin","GET","/v1/admin/dashboard/feed","DashboardFeed","adminHandler.DashboardFeed","Usuário autenticado","440"
"141","Superadmin","admin","GET","/v1/admin/ai-agents","ListAgents","aiHandler.ListAgents","Usuário autenticado","441"
"142","Superadmin","admin","POST","/v1/admin/ai-agents","CreateAgent","aiHandler.CreateAgent","Usuário autenticado","442"
"143","Superadmin","admin","PATCH","/v1/admin/ai-agents/{id}","UpdateAgent","aiHandler.UpdateAgent","Usuário autenticado","443"
"144","Superadmin","admin","DELETE","/v1/admin/ai-agents/{id}","DeleteAgent","aiHandler.DeleteAgent","Usuário autenticado","444"
"145","Superadmin","admin","PUT","/v1/admin/organizations/{id}/ai-settings","AdminUpdateSettings","aiHandler.AdminUpdateSettings","Usuário autenticado","445"
"146","Superadmin","admin","GET","/v1/admin/tables/{table}","ListTableRows","adminHandler.ListTableRows","Usuário autenticado","446"
